time,daily_sentiment
2020-07-07,0.0
2020-07-08,0.0
2020-07-09,0.0
2020-07-10,0.0
2020-07-11,0.8818098902702332
2020-07-12,0.0
2020-07-13,0.0
2020-07-14,0.0
2020-07-15,0.0
2020-07-16,0.18791811168193817
2020-07-17,-0.30600276589393616
2020-07-18,0.9998127818107604
2020-07-20,0.0
2020-07-21,0.0
2020-07-22,0.0
2020-07-23,0.0
2020-07-24,0.0
2020-07-25,0.15673763751983644
2020-07-26,0.3883118271827698
2020-07-27,0.0
2020-07-28,-0.1984165668487549
2020-07-29,0.4995123147964478
2020-07-30,0.0
2020-07-31,0.320255180199941
2020-08-01,0.3333333333333333
2020-08-02,-0.3020113408565521
2020-08-03,0.0
2020-08-04,0.33332796891530353
2020-08-05,0.14285714285714285
2020-08-06,0.12497148662805557
2020-08-07,0.0
2020-08-08,0.0
2020-08-09,0.0
2020-08-10,0.0
2020-08-11,-0.32979226112365717
2020-08-12,0.16666565338770548
2020-08-13,0.12483619898557663
2020-08-14,0.1249999850988388
2020-08-15,0.5202423572540283
2020-08-16,0.0
2020-08-17,-0.09070725332606923
2020-08-18,0.020105230808258046
2020-08-19,0.19243863224983215
2020-08-20,0.00023393739353526723
2020-08-21,-0.01597176119685173
2020-08-22,0.11360025092175133
2020-08-23,0.0008267263571421305
2020-08-24,0.05881713418399586
2020-08-25,0.14016699249094183
2020-08-26,-0.015195809304714198
2020-08-27,0.0477045802843003
2020-08-28,0.19739444255828859
2020-08-29,0.33313045236799455
2020-08-30,0.21702829003334045
2020-08-31,-0.13280569423328747
2020-09-01,0.010341203212738037
2020-09-02,0.3316558301448822
2020-09-03,-0.13673515121142069
2020-09-04,0.1999993562698364
2020-09-05,0.0
2020-09-06,0.0
2020-09-07,0.0
2020-09-08,-0.1174004003405571
2020-09-09,0.18711402087376036
2020-09-10,0.1708245560526848
2020-09-11,0.024657941781557523
2020-09-12,0.5881412625312805
2020-09-13,0.6658195853233337
2020-09-14,0.14560000896453856
2020-09-15,0.044441290877082144
2020-09-16,0.13470816482668338
2020-09-17,0.23832963705062865
2020-09-18,0.02048031602587019
2020-09-19,0.2962215741475423
2020-09-20,0.05882352239945356
2020-09-21,0.08965206417170438
2020-09-22,0.13939455220865649
2020-09-23,0.29980305972553434
2020-09-24,0.19971216917037965
2020-09-25,0.11405480314384807
2020-09-26,0.06987818523689553
2020-09-27,0.10690930187702179
2020-09-28,0.07523970701256577
2020-09-29,0.08662415363571861
2020-09-30,0.014475901967290492
2020-10-01,0.044242344590706556
2020-10-02,0.054484314859406024
2020-10-03,0.07953823019157756
2020-10-04,0.15629687355560007
2020-10-05,0.052937597610487
2020-10-06,0.07755461635239702
2020-10-07,0.09332502933426036
2020-10-08,0.04151878584636731
2020-10-09,0.06257874629963403
2020-10-10,0.04749720437186105
2020-10-11,0.08639437265885182
2020-10-12,0.01766944837233203
2020-10-13,0.03385683419340748
2020-10-14,0.012557145941671718
2020-10-15,0.0845929952863416
2020-10-16,0.0640402696665051
2020-10-17,0.0885351911569253
2020-10-18,0.11081860400736332
2020-10-19,-0.009333750253082604
2020-10-20,-0.024958318897656033
2020-10-21,0.0387049847665955
2020-10-22,0.11856708453251766
2020-10-23,0.10265574957195081
2020-10-24,0.15072948054263466
2020-10-25,0.17739132203553853
2020-10-26,0.1687909882409232
2020-10-27,0.10015957890187993
2020-10-28,0.08774301147800727
2020-10-29,0.09448806473187038
2020-10-30,0.0497260457277298
2020-10-31,0.1085146604752054
2020-11-01,0.18287557363510132
2020-11-02,0.08529627956120314
2020-11-03,0.10915564223112564
2020-11-04,0.13375195183537222
2020-11-05,0.10947612047386475
2020-11-06,0.07895050993538041
2020-11-07,0.14131409850987522
2020-11-08,0.07929976929955304
2020-11-09,0.03216579009075554
2020-11-10,0.08303819581299092
2020-11-11,0.08548582136892818
2020-11-12,0.06141784872132484
2020-11-13,0.09407018919289939
2020-11-14,0.14189456082307375
2020-11-15,0.12299362546232738
2020-11-16,0.07221910719198125
2020-11-17,0.07565684646224845
2020-11-18,0.07076089708088654
2020-11-19,0.08893489094401218
2020-11-20,0.060678315568626275
2020-11-21,0.07847774169151334
2020-11-22,0.13478154674072393
2020-11-23,0.06067233260387542
2020-11-24,0.0455448779591869
2020-11-25,0.057523279681290104
2020-11-26,0.05415439495605788
2020-11-27,0.03768478766904005
2020-11-28,0.06704226008581894
2020-11-29,0.07132746569571957
2020-11-30,0.044807401879762225
2020-12-01,0.016921401855340197
2020-12-02,0.010569206438277355
2020-12-03,0.048174223281014755
2020-12-04,0.04530063375739232
2020-12-05,0.07043145131319761
2020-12-06,0.07859818146778987
2020-12-07,0.07189259729826178
2020-12-08,0.06694675420985322
2020-12-09,0.056136117614787935
2020-12-10,0.06446887804380316
2020-12-11,0.054077186096078686
2020-12-12,0.15364716582828097
2020-12-13,0.0760001402226683
2020-12-14,0.022386101524006975
2020-12-15,0.03277194784756143
2020-12-16,0.023368844908786823
2020-12-17,0.07717708084806416
2020-12-18,-0.0022610645157478864
2020-12-19,0.019267460065228597
2020-12-20,0.03167985452638639
2020-12-21,0.06569995602497232
2020-12-22,0.029886791648058
2020-12-23,0.04283295002211174
2020-12-24,0.04595500491807308
2020-12-25,0.12222439555021433
2020-12-26,0.0650883011817932
2020-12-27,0.0718507269487024
2020-12-28,0.013733612241940509
2020-12-29,0.007078356533566208
2020-12-30,0.04600346635265032
2020-12-31,0.00653929964691619
2021-01-01,0.073649155565455
2021-01-02,0.15005775684058065
2021-01-03,0.08792886056867587
2021-01-04,0.06781578296276934
